Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
,14.00.00,,1128.0,-200.0,,742.0,48.0,1144.0,48.0,1507.0,610.0,,,,
,15.00.00,,1243.0,-200.0,,916.0,63.0,962.0,61.0,1669.0,657.0,,,,
,16.00.00,,1208.0,-200.0,,853.0,98.0,1060.0,89.0,1506.0,647.0,,,,
,17.00.00,,1306.0,-200.0,,938.0,132.0,961.0,105.0,1607.0,762.0,,,,
,18.00.00,,1546.0,-200.0,,1151.0,173.0,769.0,116.0,1874.0,1122.0,,,,
,19.00.00,,1501.0,-200.0,,1071.0,185.0,823.0,119.0,1744.0,1130.0,,,,
,20.00.00,,1605.0,-200.0,,1153.0,266.0,769.0,144.0,1840.0,1637.0,,,,
,21.00.00,,1316.0,-200.0,,974.0,188.0,883.0,123.0,1673.0,1272.0,,,,
,22.00.00,,1195.0,-200.0,,898.0,122.0,933.0,105.0,1594.0,1098.0,,,,
,23.00.00,,1211.0,-200.0,,896.0,112.0,920.0,93.0,1624.0,1066.0,,,,
,00.00.00,,1161.0,-200.0,,815.0,93.0,995.0,86.0,1582.0,909.0,,,,
,01.00.00,,1095.0,-200.0,,767.0,74.0,1050.0,76.0,1547.0,818.0,,,,
,02.00.00,,897.0,-200.0,,563.0,23.0,1417.0,33.0,1355.0,472.0,,,,
,03.00.00,,842.0,-200.0,,468.0,-200.0,1813.0,-200.0,1274.0,394.0,,,,
,04.00.00,-200.0,854.0,-200.0,,481.0,17.0,1756.0,27.0,1304.0,396.0,,,,
,05.00.00,,845.0,-200.0,,472.0,15.0,1786.0,23.0,1278.0,378.0,,,,
,06.00.00,,942.0,-200.0,,586.0,41.0,1480.0,46.0,1373.0,432.0,,,,
,07.00.00,,1090.0,-200.0,,768.0,86.0,1072.0,76.0,1538.0,699.0,,,,
,08.00.00,,1514.0,-200.0,,1230.0,226.0,732.0,116.0,1996.0,1252.0,,,,
,09.00.00,,1379.0,-200.0,,1252.0,214.0,711.0,115.0,1962.0,1237.0,,,,
,10.00.00,,1074.0,-200.0,,854.0,115.0,1032.0,83.0,1484.0,772.0,,,,
,11.00.00,,1090.0,-200.0,,868.0,124.0,1026.0,87.0,1509.0,766.0,,,,
,12.00.00,,1110.0,-200.0,,964.0,122.0,947.0,90.0,1577.0,829.0,,,,
,13.00.00,2.0,1102.0,-200.0,,994.0,107.0,955.0,87.0,1599.0,783.0,,,,
,14.00.00,,1100.0,-200.0,,1021.0,133.0,952.0,99.0,1607.0,822.0,,,,
,15.00.00,,1094.0,-200.0,,1003.0,130.0,965.0,99.0,1574.0,813.0,,,,
,16.00.00,,1076.0,451.0,,1034.0,150.0,964.0,101.0,1544.0,813.0,,,,
,17.00.00,,1152.0,185.0,,1062.0,138.0,928.0,103.0,1606.0,850.0,,,,
,18.00.00,,1407.0,426.0,,1249.0,213.0,720.0,129.0,1932.0,1276.0,,,,
,19.00.00,,1438.0,672.0,,1325.0,232.0,678.0,143.0,1993.0,1401.0,,,,
,20.00.00,,1425.0,624.0,,1325.0,238.0,678.0,146.0,1965.0,1356.0,,,,
,21.00.00,,1279.0,325.0,,1131.0,180.0,775.0,124.0,1758.0,1243.0,,,,
,22.00.00,2.0,1132.0,143.0,,916.0,128.0,920.0,113.0,1561.0,1083.0,,,,
,23.00.00,,1006.0,89.0,,729.0,65.0,1142.0,80.0,1370.0,795.0,,,,
,00.00.00,,982.0,73.0,,700.0,53.0,1204.0,72.0,1359.0,735.0,,,,
,01.00.00,,969.0,48.0,,636.0,47.0,1271.0,64.0,1309.0,684.0,,,,
,02.00.00,,941.0,47.0,,621.0,51.0,1298.0,70.0,1330.0,714.0,,,,
,03.00.00,,892.0,36.0,,522.0,-200.0,1522.0,-200.0,1285.0,456.0,,,,
,04.00.00,-200.0,855.0,25.0,,478.0,20.0,1701.0,31.0,1261.0,401.0,,,,
,05.00.00,,834.0,19.0,,459.0,13.0,1908.0,22.0,1212.0,361.0,,,,
,06.00.00,,909.0,26.0,,567.0,33.0,1542.0,47.0,1287.0,418.0,,,,
,07.00.00,,1061.0,60.0,,745.0,103.0,1178.0,88.0,1429.0,616.0,,,,
,08.00.00,3.0,1441.0,248.0,,1124.0,224.0,851.0,130.0,1829.0,1089.0,,,,
,09.00.00,,1498.0,535.0,,1325.0,244.0,684.0,132.0,2095.0,1329.0,,,,
,10.00.00,,1343.0,340.0,,1185.0,237.0,760.0,132.0,1857.0,1311.0,,,,
,11.00.00,3.0,1308.0,325.0,,1166.0,220.0,792.0,131.0,1794.0,1236.0,,,,
,12.00.00,,1209.0,267.0,,1097.0,207.0,837.0,129.0,1746.0,1147.0,,,,
,13.00.00,,1310.0,325.0,,1207.0,208.0,770.0,132.0,1847.0,1301.0,,,,
,14.00.00,,1171.0,268.0,,1064.0,160.0,881.0,110.0,1639.0,1097.0,,,,
,15.00.00,,1112.0,136.0,,980.0,131.0,924.0,99.0,1589.0,900.0,,,,
,16.00.00,2.0,1132.0,118.0,,927.0,128.0,944.0,100.0,1570.0,781.0,,,,
,17.00.00,3.0,1225.0,276.0,,1111.0,176.0,818.0,122.0,1719.0,1013.0,,,,
,18.00.00,,1065.0,151.0,,953.0,107.0,962.0,97.0,1514.0,790.0,,,,
,19.00.00,,1236.0,236.0,,1084.0,131.0,854.0,112.0,1688.0,1059.0,,,,
,20.00.00,,1309.0,220.0,,1126.0,166.0,812.0,128.0,1722.0,1205.0,,,,
,21.00.00,,1089.0,87.0,,884.0,89.0,1006.0,101.0,1487.0,975.0,,,,
,22.00.00,,1000.0,81.0,,776.0,81.0,1141.0,96.0,1375.0,896.0,,,,
,23.00.00,,1041.0,74.0,,782.0,78.0,1105.0,86.0,1425.0,911.0,,,,
,00.00.00,,1045.0,55.0,,756.0,70.0,1137.0,85.0,1411.0,902.0,,,,
,01.00.00,,997.0,74.0,,744.0,76.0,1151.0,79.0,1405.0,832.0,,,,
,02.00.00,,948.0,35.0,,634.0,43.0,1320.0,61.0,1326.0,715.0,,,,
,03.00.00,,878.0,29.0,,551.0,-200.0,1493.0,-200.0,1272.0,683.0,,,,
,04.00.00,-200.0,908.0,29.0,,559.0,44.0,1477.0,66.0,1287.0,721.0,,,,
,05.00.00,,892.0,20.0,,522.0,34.0,1572.0,54.0,1255.0,648.0,,,,
,06.00.00,,954.0,32.0,,561.0,43.0,1496.0,57.0,1255.0,612.0,,,,
,07.00.00,,1045.0,84.0,,751.0,79.0,1186.0,75.0,1403.0,800.0,,,,
,08.00.00,,1383.0,245.0,,1109.0,174.0,832.0,97.0,1706.0,1173.0,,,,
,09.00.00,,1597.0,553.0,,1395.0,235.0,652.0,110.0,2080.0,1519.0,,,,
,10.00.00,,1318.0,450.0,,1124.0,218.0,762.0,113.0,1770.0,1287.0,,,,
,11.00.00,,1138.0,118.0,,898.0,136.0,950.0,88.0,1505.0,966.0,,,,
,12.00.00,,1098.0,118.0,,842.0,117.0,1012.0,85.0,1440.0,828.0,,,,
,13.00.00,,1118.0,144.0,,927.0,119.0,959.0,96.0,1477.0,825.0,,,,
,14.00.00,,1170.0,159.0,,1009.0,126.0,879.0,106.0,1566.0,872.0,,,,
,15.00.00,-200.0,1112.0,122.0,,842.0,100.0,1015.0,91.0,1494.0,680.0,,,,
,16.00.00,,1390.0,230.0,,1028.0,197.0,829.0,126.0,1730.0,1002.0,,,,
,17.00.00,,1353.0,320.0,,1096.0,195.0,774.0,130.0,1783.0,1159.0,,,,
,18.00.00,,1260.0,263.0,,1050.0,156.0,828.0,111.0,1722.0,979.0,,,,
,19.00.00,,1501.0,556.0,,1302.0,247.0,681.0,134.0,2008.0,1311.0,,,,
,20.00.00,,1273.0,458.0,,1130.0,190.0,795.0,136.0,1744.0,1071.0,,,,
,21.00.00,,1179.0,214.0,,955.0,169.0,928.0,125.0,1571.0,899.0,,,,
,22.00.00,,1047.0,97.0,,809.0,118.0,1064.0,108.0,1435.0,766.0,,,,
,23.00.00,,973.0,79.0,,739.0,81.0,1186.0,87.0,1354.0,589.0,,,,
,00.00.00,,997.0,81.0,,737.0,80.0,1168.0,89.0,1341.0,631.0,,,,
,01.00.00,1.0,970.0,52.0,,621.0,42.0,1400.0,58.0,1249.0,479.0,,,,
,02.00.00,,902.0,38.0,,568.0,38.0,1450.0,54.0,1253.0,479.0,,,,
,03.00.00,,921.0,35.0,,538.0,-200.0,1564.0,-200.0,1224.0,417.0,,,,
,04.00.00,,858.0,29.0,,490.0,18.0,1707.0,28.0,1212.0,378.0,,,,
,05.00.00,,878.0,21.0,,457.0,12.0,1935.0,20.0,1158.0,344.0,,,,
,06.00.00,,893.0,46.0,,540.0,43.0,1604.0,51.0,1268.0,413.0,,,,
,07.00.00,,1038.0,55.0,,697.0,84.0,1260.0,82.0,1383.0,605.0,,,,
,08.00.00,,1320.0,271.0,,1035.0,184.0,902.0,112.0,1721.0,991.0,,,,
,09.00.00,,1353.0,434.0,,1235.0,202.0,740.0,119.0,1937.0,1175.0,,,,
,10.00.00,,1133.0,300.0,,933.0,133.0,969.0,99.0,1552.0,923.0,,,,
,11.00.00,,1066.0,116.0,,849.0,130.0,1039.0,98.0,1468.0,829.0,,,,
,12.00.00,,1027.0,95.0,,809.0,106.0,1081.0,88.0,1442.0,733.0,,,,
,13.00.00,2.0,1106.0,211.0,,935.0,132.0,958.0,96.0,1570.0,819.0,,,,
,14.00.00,,1038.0,168.0,,907.0,106.0,976.0,81.0,1492.0,723.0,,,,
,15.00.00,,1084.0,154.0,,924.0,125.0,986.0,92.0,1501.0,786.0,,,,
,16.00.00,,1105.0,267.0,,982.0,138.0,939.0,105.0,1545.0,850.0,,,,
,17.00.00,2.0,1102.0,143.0,,957.0,120.0,968.0,88.0,1527.0,820.0,,,,
,18.00.00,,1240.0,374.0,,1137.0,158.0,836.0,103.0,1748.0,991.0,,,,
,19.00.00,,1443.0,797.0,,1418.0,253.0,666.0,141.0,2060.0,1454.0,,,,
,20.00.00,,1389.0,698.0,,1341.0,231.0,692.0,133.0,1982.0,1488.0,,,,
,21.00.00,,1183.0,234.0,,989.0,150.0,904.0,119.0,1539.0,1205.0,,,,
,22.00.00,,1014.0,104.0,,798.0,99.0,1083.0,106.0,1376.0,909.0,,,,
,23.00.00,,979.0,67.0,,736.0,75.0,1154.0,92.0,1324.0,769.0,,,,
,00.00.00,,1048.0,88.0,,787.0,93.0,1098.0,97.0,1373.0,835.0,,,,
,01.00.00,,1024.0,79.0,,753.0,79.0,1131.0,91.0,1357.0,793.0,,,,
,02.00.00,,974.0,61.0,,690.0,67.0,1208.0,83.0,1313.0,733.0,,,,
,03.00.00,,862.0,43.0,,561.0,-200.0,1449.0,-200.0,1219.0,502.0,,,,
,04.00.00,,925.0,40.0,,602.0,45.0,1398.0,59.0,1263.0,562.0,,,,
,05.00.00,,952.0,52.0,,654.0,72.0,1210.0,73.0,1312.0,832.0,,,,
,06.00.00,,1005.0,64.0,,713.0,103.0,1130.0,78.0,1363.0,924.0,,,,
,07.00.00,,1122.0,88.0,,842.0,132.0,1015.0,90.0,1438.0,974.0,,,,
,08.00.00,,1351.0,375.0,,1201.0,239.0,783.0,110.0,1828.0,1307.0,,,,
,09.00.00,,1408.0,592.0,,1278.0,275.0,682.0,114.0,1928.0,1481.0,,,,
,10.00.00,,1304.0,357.0,,1142.0,232.0,772.0,119.0,1747.0,1405.0,,,,
,11.00.00,,1207.0,296.0,,1098.0,180.0,826.0,121.0,1664.0,1195.0,,,,
,12.00.00,2.0,1099.0,181.0,,1014.0,112.0,948.0,97.0,1503.0,868.0,,,,
,13.00.00,,1106.0,211.0,,1068.0,116.0,915.0,99.0,1535.0,874.0,,,,
,14.00.00,,1009.0,199.0,,916.0,103.0,1015.0,85.0,1391.0,738.0,,,,
,15.00.00,,962.0,81.0,,776.0,89.0,1152.0,75.0,1279.0,550.0,,,,
,16.00.00,,1093.0,143.0,,933.0,112.0,976.0,87.0,1454.0,777.0,,,,
,17.00.00,,1180.0,247.0,,1023.0,127.0,886.0,102.0,1588.0,966.0,,,,
,18.00.00,,1168.0,239.0,,1037.0,125.0,868.0,105.0,1580.0,990.0,,,,
,19.00.00,,1168.0,267.0,,1063.0,120.0,876.0,98.0,1540.0,944.0,,,,
,20.00.00,,1140.0,261.0,,1000.0,120.0,916.0,93.0,1490.0,962.0,,,,
,21.00.00,,1001.0,97.0,,811.0,99.0,1097.0,91.0,1308.0,778.0,,,,
,22.00.00,,953.0,66.0,,743.0,79.0,1185.0,85.0,1252.0,690.0,,,,
,23.00.00,,972.0,60.0,,715.0,66.0,1237.0,74.0,1258.0,644.0,,,,
,00.00.00,,1021.0,77.0,,776.0,94.0,1144.0,87.0,1307.0,753.0,,,,
,01.00.00,1.0,940.0,57.0,,664.0,70.0,1290.0,79.0,1232.0,646.0,,,,
,02.00.00,,1046.0,65.0,,736.0,75.0,1142.0,78.0,1312.0,838.0,,,,
,03.00.00,,1026.0,59.0,,699.0,-200.0,1191.0,-200.0,1292.0,851.0,,,,
,04.00.00,-200.0,983.0,48.0,,698.0,57.0,1209.0,63.0,1296.0,801.0,,,,
,05.00.00,,915.0,27.0,,578.0,32.0,1417.0,48.0,1212.0,665.0,,,,
,06.00.00,,935.0,25.0,,615.0,54.0,1373.0,59.0,1250.0,717.0,,,,
,07.00.00,,976.0,42.0,,669.0,68.0,1270.0,65.0,1266.0,795.0,,,,
,08.00.00,,1124.0,78.0,,842.0,98.0,1050.0,71.0,1418.0,936.0,,,,
,09.00.00,,1163.0,128.0,,919.0,128.0,922.0,84.0,1530.0,1076.0,,,,
,10.00.00,,1167.0,184.0,,966.0,129.0,942.0,93.0,1520.0,1016.0,,,,
,11.00.00,,1121.0,156.0,,955.0,130.0,992.0,99.0,1451.0,834.0,,,,
,12.00.00,,1071.0,176.0,,940.0,111.0,994.0,93.0,1449.0,756.0,,,,
,13.00.00,,1065.0,232.0,,979.0,106.0,950.0,96.0,1467.0,766.0,,,,
,14.00.00,,1157.0,305.0,,1072.0,137.0,888.0,114.0,1596.0,905.0,,,,
,15.00.00,,1046.0,150.0,,883.0,113.0,1051.0,101.0,1357.0,765.0,,,,
,16.00.00,,1147.0,188.0,,1042.0,122.0,934.0,108.0,1538.0,830.0,,,,
,17.00.00,,1119.0,221.0,,1022.0,137.0,916.0,117.0,1508.0,853.0,,,,
,18.00.00,,1210.0,219.0,,1062.0,165.0,886.0,125.0,1586.0,981.0,,,,
,19.00.00,3.0,1306.0,306.0,,1079.0,196.0,827.0,133.0,1621.0,1286.0,,,,
,20.00.00,,1258.0,270.0,,1057.0,174.0,841.0,119.0,1633.0,1244.0,,,,
,21.00.00,,1148.0,231.0,,930.0,140.0,948.0,107.0,1475.0,1056.0,,,,
,22.00.00,,1108.0,125.0,,848.0,102.0,1023.0,96.0,1421.0,1003.0,,,,
,23.00.00,,1231.0,122.0,,924.0,130.0,906.0,105.0,1483.0,1245.0,,,,
,00.00.00,,1293.0,161.0,,937.0,121.0,930.0,102.0,1464.0,1200.0,,,,
,01.00.00,,1274.0,101.0,,912.0,111.0,939.0,97.0,1451.0,1188.0,,,,
,02.00.00,,1135.0,95.0,,827.0,87.0,1013.0,79.0,1395.0,1070.0,,,,
,03.00.00,,1151.0,129.0,,911.0,-200.0,935.0,-200.0,1501.0,1075.0,,,,
,04.00.00,,1010.0,96.0,,769.0,77.0,1110.0,69.0,1396.0,895.0,,,,
,05.00.00,,870.0,54.0,,626.0,39.0,1325.0,52.0,1284.0,755.0,,,,
,06.00.00,,983.0,63.0,,688.0,77.0,1251.0,62.0,1342.0,806.0,,,,
,07.00.00,,995.0,72.0,,691.0,91.0,1219.0,69.0,1321.0,836.0,,,,
,08.00.00,,1024.0,91.0,,747.0,105.0,1136.0,75.0,1382.0,897.0,,,,
,09.00.00,,1163.0,127.0,,880.0,133.0,959.0,83.0,1486.0,1073.0,,,,
,10.00.00,,1218.0,193.0,,938.0,128.0,918.0,94.0,1501.0,1088.0,,,,
,11.00.00,,1210.0,188.0,,958.0,126.0,933.0,96.0,1514.0,1036.0,,,,
,12.00.00,,1114.0,151.0,,887.0,92.0,1020.0,86.0,1438.0,768.0,,,,
,13.00.00,,995.0,103.0,,796.0,66.0,1159.0,72.0,1287.0,587.0,,,,
,14.00.00,1.0,927.0,55.0,,700.0,50.0,1285.0,53.0,1189.0,452.0,,,,
,15.00.00,,1002.0,104.0,,754.0,70.0,1189.0,65.0,1260.0,470.0,,,,
,16.00.00,,987.0,116.0,,727.0,73.0,1213.0,70.0,1244.0,502.0,,,,
,17.00.00,,993.0,93.0,,714.0,77.0,1217.0,75.0,1238.0,516.0,,,,
,18.00.00,,1012.0,93.0,,746.0,86.0,1174.0,86.0,1301.0,555.0,,,,
,19.00.00,,1114.0,155.0,,823.0,93.0,1068.0,94.0,1357.0,671.0,,,,
,20.00.00,,1093.0,115.0,,789.0,105.0,1102.0,103.0,1329.0,788.0,,,,
,21.00.00,,968.0,75.0,,669.0,67.0,1261.0,81.0,1246.0,538.0,,,,
,22.00.00,,960.0,65.0,,666.0,63.0,1266.0,80.0,1224.0,544.0,,,,
,23.00.00,,942.0,57.0,,648.0,63.0,1300.0,77.0,1204.0,500.0,,,,
,00.00.00,,888.0,40.0,,598.0,46.0,1396.0,58.0,1156.0,417.0,,,,
,01.00.00,,818.0,27.0,,524.0,21.0,1588.0,31.0,1071.0,341.0,,,,
,02.00.00,,840.0,23.0,,509.0,22.0,1643.0,38.0,1076.0,352.0,,,,
,03.00.00,,894.0,28.0,,524.0,-200.0,1557.0,-200.0,1095.0,397.0,,,,
,04.00.00,,864.0,21.0,,516.0,39.0,1496.0,59.0,1153.0,502.0,,,,
,05.00.00,,898.0,33.0,,559.0,55.0,1441.0,70.0,1180.0,648.0,,,,
,06.00.00,,946.0,40.0,,643.0,76.0,1309.0,75.0,1232.0,760.0,,,,
,07.00.00,,1309.0,279.0,,1125.0,181.0,844.0,103.0,1687.0,1183.0,,,,
,08.00.00,,1326.0,743.0,,1289.0,259.0,714.0,134.0,1806.0,1431.0,,,,
,09.00.00,,966.0,147.0,,786.0,118.0,1111.0,98.0,1258.0,705.0,,,,
,10.00.00,,975.0,97.0,,793.0,119.0,1133.0,97.0,1254.0,637.0,,,,
,11.00.00,,988.0,118.0,,803.0,123.0,1105.0,98.0,1293.0,658.0,,,,
,12.00.00,,971.0,91.0,,786.0,92.0,1129.0,78.0,1272.0,546.0,,,,
,13.00.00,,1010.0,146.0,,833.0,91.0,1070.0,83.0,1332.0,561.0,,,,
,14.00.00,,984.0,139.0,,790.0,103.0,1131.0,92.0,1268.0,532.0,,,,
,15.00.00,,962.0,155.0,,776.0,102.0,1131.0,81.0,1247.0,535.0,,,,
,16.00.00,,1012.0,128.0,,801.0,94.0,1098.0,90.0,1289.0,525.0,,,,
,17.00.00,,1058.0,166.0,,896.0,98.0,996.0,95.0,1358.0,603.0,,,,
,18.00.00,,1173.0,299.0,,985.0,126.0,905.0,114.0,1477.0,802.0,,,,
,19.00.00,,1127.0,163.0,,907.0,108.0,957.0,106.0,1404.0,796.0,,,,
,20.00.00,,1020.0,154.0,,797.0,95.0,1066.0,99.0,1302.0,689.0,,,,
,21.00.00,,949.0,80.0,,700.0,78.0,1221.0,90.0,1178.0,553.0,,,,
,22.00.00,,930.0,58.0,,710.0,61.0,1278.0,82.0,1137.0,509.0,,,,
,23.00.00,1.0,900.0,55.0,,643.0,55.0,1339.0,74.0,1089.0,455.0,,,,
,00.00.00,1.0,899.0,33.0,,630.0,57.0,1418.0,76.0,1050.0,425.0,,,,
,01.00.00,,866.0,33.0,,569.0,41.0,1468.0,66.0,1055.0,436.0,,,,
,02.00.00,,900.0,32.0,,563.0,46.0,1402.0,73.0,1130.0,618.0,,,,
,03.00.00,,949.0,25.0,,540.0,-200.0,1457.0,-200.0,1104.0,747.0,,,,
,04.00.00,-200.0,897.0,29.0,,529.0,41.0,1462.0,69.0,1101.0,693.0,,,,
,05.00.00,,956.0,26.0,,605.0,52.0,1341.0,71.0,1117.0,691.0,,,,
,06.00.00,,1054.0,86.0,,779.0,111.0,1080.0,98.0,1266.0,1013.0,,,,
,07.00.00,,1343.0,294.0,,1096.0,191.0,839.0,115.0,1587.0,1311.0,,,,
,08.00.00,4.0,1584.0,664.0,,1399.0,244.0,642.0,130.0,1947.0,1675.0,,,,
,09.00.00,,1556.0,695.0,,1337.0,283.0,674.0,150.0,1852.0,1689.0,,,,
,10.00.00,,1565.0,735.0,,1324.0,320.0,695.0,159.0,1872.0,1688.0,,,,
,11.00.00,,1429.0,649.0,,1251.0,249.0,734.0,146.0,1754.0,1548.0,,,,
,12.00.00,,1419.0,586.0,,1267.0,219.0,742.0,138.0,1763.0,1490.0,,,,
,13.00.00,,1373.0,546.0,,1213.0,200.0,791.0,128.0,1711.0,1354.0,,,,
,14.00.00,,1185.0,245.0,,992.0,138.0,942.0,97.0,1448.0,1014.0,,,,
,15.00.00,,1122.0,178.0,,897.0,118.0,991.0,91.0,1372.0,831.0,,,,
,16.00.00,,1085.0,130.0,,820.0,99.0,1060.0,81.0,1325.0,699.0,,,,
,17.00.00,,1249.0,151.0,,968.0,112.0,874.0,99.0,1527.0,926.0,,,,
,18.00.00,,1236.0,272.0,,962.0,117.0,853.0,101.0,1532.0,928.0,,,,
,19.00.00,,1334.0,301.0,,1047.0,129.0,815.0,106.0,1638.0,1038.0,,,,
,20.00.00,,1264.0,237.0,,928.0,132.0,884.0,102.0,1534.0,1035.0,,,,
,21.00.00,,1073.0,95.0,,746.0,73.0,1072.0,84.0,1360.0,789.0,,,,
,22.00.00,,1053.0,68.0,,701.0,68.0,1147.0,81.0,1323.0,692.0,,,,
,23.00.00,,1098.0,101.0,,747.0,80.0,1094.0,91.0,1360.0,764.0,,,,
,00.00.00,,1029.0,81.0,,702.0,68.0,1180.0,82.0,1287.0,639.0,,,,
,01.00.00,1.0,973.0,50.0,,631.0,44.0,1287.0,64.0,1240.0,541.0,,,,
,02.00.00,,972.0,66.0,,639.0,47.0,1222.0,70.0,1256.0,678.0,,,,
,03.00.00,,832.0,22.0,,496.0,-200.0,1613.0,-200.0,1066.0,381.0,,,,
,04.00.00,,851.0,18.0,,477.0,15.0,1699.0,26.0,1064.0,343.0,,,,
,05.00.00,,909.0,31.0,,545.0,44.0,1473.0,58.0,1131.0,436.0,,,,
,06.00.00,1.0,1038.0,57.0,,684.0,85.0,1220.0,93.0,1279.0,688.0,,,,
,07.00.00,,1636.0,342.0,,1168.0,207.0,721.0,110.0,1926.0,1438.0,,,,
,08.00.00,,1580.0,644.0,,1295.0,230.0,639.0,115.0,1957.0,1489.0,,,,
,09.00.00,,1262.0,216.0,,924.0,181.0,872.0,125.0,1576.0,1093.0,,,,
,10.00.00,,1197.0,117.0,,837.0,144.0,957.0,118.0,1498.0,965.0,,,,
,11.00.00,,1277.0,156.0,,886.0,140.0,902.0,109.0,1579.0,1004.0,,,,
,12.00.00,,1430.0,332.0,,1025.0,204.0,779.0,123.0,1772.0,1166.0,,,,
,13.00.00,,1242.0,232.0,,944.0,149.0,846.0,114.0,1638.0,991.0,,,,
,14.00.00,,1349.0,295.0,,1023.0,171.0,804.0,114.0,1748.0,1054.0,,,,
,15.00.00,,1390.0,386.0,,1100.0,195.0,755.0,119.0,1799.0,1192.0,,,,
,16.00.00,,1224.0,278.0,,980.0,152.0,850.0,111.0,1637.0,1055.0,,,,
,17.00.00,,1253.0,263.0,,1026.0,128.0,810.0,103.0,1681.0,1048.0,,,,
,18.00.00,,1312.0,322.0,,1041.0,121.0,821.0,103.0,1712.0,1073.0,,,,
,19.00.00,,1254.0,226.0,,1033.0,142.0,819.0,107.0,1669.0,1068.0,,,,
,20.00.00,,1198.0,221.0,,953.0,131.0,882.0,105.0,1588.0,1019.0,,,,
,21.00.00,,1060.0,109.0,,787.0,81.0,1044.0,91.0,1418.0,833.0,,,,
,22.00.00,,1050.0,105.0,,769.0,60.0,1078.0,79.0,1409.0,759.0,,,,
,23.00.00,,1029.0,84.0,,754.0,57.0,1098.0,79.0,1395.0,749.0,,,,
2004-01-04,00.00.00,,1143.0,106.0,,825.0,96.0,986.0,86.0,1477.0,978.0,,,,2004-01-04 00:00:00
2004-01-04,01.00.00,,1044.0,100.0,,770.0,85.0,1031.0,70.0,1425.0,944.0,,,,2004-01-04 01:00:00
2004-01-04,02.00.00,,1034.0,71.0,,716.0,50.0,1085.0,55.0,1405.0,891.0,,,,2004-01-04 02:00:00
2004-01-04,03.00.00,,956.0,72.0,,713.0,-200.0,1099.0,-200.0,1422.0,849.0,,,,2004-01-04 03:00:00
2004-01-04,04.00.00,,909.0,44.0,,615.0,57.0,1237.0,49.0,1322.0,790.0,,,,2004-01-04 04:00:00
2004-01-04,05.00.00,,996.0,45.0,,648.0,64.0,1176.0,50.0,1340.0,852.0,,,,2004-01-04 05:00:00
2004-01-04,06.00.00,,1154.0,134.0,,876.0,153.0,1002.0,67.0,1561.0,987.0,,,,2004-01-04 06:00:00
2004-01-04,07.00.00,,1510.0,505.0,,1291.0,342.0,675.0,94.0,1949.0,1435.0,,,,2004-01-04 07:00:00
2004-01-04,08.00.00,,1722.0,1042.0,,1595.0,378.0,539.0,119.0,2439.0,1798.0,,,,2004-01-04 08:00:00
2004-01-04,09.00.00,,1512.0,737.0,,1323.0,304.0,631.0,139.0,2001.0,1677.0,,,,2004-01-04 09:00:00
2004-01-04,10.00.00,,1258.0,375.0,,1040.0,192.0,800.0,113.0,1701.0,1282.0,,,,2004-01-04 10:00:00
2004-01-04,11.00.00,,1094.0,124.0,,850.0,130.0,970.0,88.0,1489.0,871.0,,,,2004-01-04 11:00:00
2004-01-04,12.00.00,,1129.0,137.0,,875.0,106.0,974.0,73.0,1524.0,759.0,,,,2004-01-04 12:00:00
2004-01-04,13.00.00,,1125.0,179.0,,924.0,102.0,937.0,73.0,1542.0,790.0,,,,2004-01-04 13:00:00
2004-01-04,14.00.00,,-200.0,222.0,,-200.0,99.0,-200.0,72.0,-200.0,-200.0,-200.0,-200.0,-200.0,2004-01-04 14:00:00
2004-01-04,15.00.00,,-200.0,197.0,,-200.0,108.0,-200.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0,2004-01-04 15:00:00
2004-01-04,16.00.00,,-200.0,319.0,,-200.0,131.0,-200.0,93.0,-200.0,-200.0,-200.0,-200.0,-200.0,2004-01-04 16:00:00
2004-01-04,17.00.00,,1308.0,388.0,,1193.0,163.0,793.0,106.0,1193.0,1187.0,,,,2004-01-04 17:00:00
2004-01-04,18.00.00,,1529.0,589.0,,1331.0,211.0,700.0,132.0,2028.0,1399.0,,,,2004-01-04 18:00:00
2004-01-04,19.00.00,,1592.0,840.0,,1429.0,267.0,624.0,164.0,2089.0,1644.0,,,,2004-01-04 19:00:00
2004-01-04,20.00.00,,1536.0,655.0,,1302.0,269.0,666.0,161.0,1922.0,1599.0,,,,2004-01-04 20:00:00
2004-01-04,21.00.00,,1192.0,254.0,,1007.0,154.0,827.0,124.0,1604.0,1223.0,,,,2004-01-04 21:00:00
2004-01-04,22.00.00,2.0,1186.0,188.0,,976.0,127.0,844.0,113.0,1570.0,1200.0,,,,2004-01-04 22:00:00
2004-01-04,23.00.00,2.0,1203.0,120.0,,920.0,122.0,898.0,103.0,1529.0,1118.0,,,,2004-01-04 23:00:00
2004-02-04,00.00.00,2.0,1139.0,157.0,,899.0,126.0,921.0,104.0,1514.0,1067.0,,,,2004-02-04 00:00:00
2004-02-04,01.00.00,,1072.0,88.0,,795.0,84.0,986.0,93.0,1442.0,1048.0,,,,2004-02-04 01:00:00
